count,url,desc
0,/p/2782492703,【求助帖】
2,/p/2679687040,邮政储蓄让去体检，是不是意味着这边公司可以离职了？
2,/p/2765241905,少了钱还有什么办法呀？
0,/p/2778190764,收不到手机检验吗
0,/p/2776382497,邮政BUG
2,/p/2714267907,为什么我的邮政储蓄卡不能在京东付款?请问?谢谢了
1,/p/2771867645,我的工资卡不能活期转定期是为什么？
2,/p/2760199436,求大神：为什么我安了控件还是不能不能输入密码啊？
0,/p/2760553427,天津塘沽邮储求与市里调动
2,/p/2554397553,"求帮助,只知道卡号,能查到转账记录吗?"
1,/p/2754476170,我一直有一个问题想请教各位。。。。。。
0,/p/2755669952,2014邮储校招讨论群 291783384
0,/p/2754215490,今天是还款日 前几天还了 现在可以取么
1,/p/2274221824,人家网上异地跨行转帐给我。。。要多久能到帐
0,/p/2751697217,【急需。急需，帮忙，帮忙】
2,/p/2727618429,草，无力吐曹邮政了
3,/p/2747443974,求救
2,/p/2745540981,大神求问
3,/p/2718461359,办理存折的问题
1,/p/2736125200,挂失后可不可以打清单？
0,/p/2731593090,我想买个东西，咨询一下
2,/p/2571399305,邮政
2,/p/2657580236,邮政待遇
0,/p/2730432777,邮政三到五星柜员的工资分别是多少？
1,/p/2722055428,我是安徽阜阳的，在浙江金华打工的时候办了一张卡，现在回家了，
4,/p/2704855493,求邮政储蓄精英们帮助
0,/p/2715006523,邮政储蓄吧的友友们看到的话一定要进！！！！！！！！！
0,/p/2714900777,好久不见
6,/p/2640626793,大伙儿注意了，邮政储蓄系统有超级大漏洞
3,/p/2567989770,徐州邮政小包业务局微信公共平台求同事们来关注一下!
5,/p/2699524308,急急急        我的储蓄银行密码忘了该怎么办
6,/p/2683418345,吧务请来
0,/p/2707490392,请教大家，谢谢!
1,/p/2700557295,2014山东邮政储蓄银行笔试求助
2,/p/2703087217,支付宝转账到别人邮政卡，需要多长时间到账？？
1,/p/2703365582,邮政办存折要不要本人去
2,/p/2699265901,邮政储蓄卡多少岁可以办网银
1,/p/2699608049,济宁的借记卡在北京往卡里存钱有手续费吗
0,/p/2687324176,还能在狠点吗
0,/p/2685089380,问下求大神解答，
7,/p/2504339731,问一下。邮政储蓄补卡的事。大神进！
1,/p/2660621737,急问:邮政银行的自动取款机能不能跨行跨省汇钱？
2,/p/2536105620,求教大家一个问题，谢谢
1,/p/2680447768,邮政借记卡在外省可以取钱吗？手续费多少钱
0,/p/2680114818,邮政储蓄汇款所需时间
2,/p/2672706293,大神们，帮帮我。小女子求救。
0,/p/2674322830,求助帖，求大神给解答，为什么邮政吞钱
1,/p/2674195249,邮政网银支付研究生报名费为啥总显示交易超时?
2,/p/2672287315,为什么我修改了手机绑定，验证短信还是往以前的手机上发？
7,/p/2433442492,中国邮政办理的人寿保险是定期交钱吗？
3,/p/2656123596,新人发一贴！我感觉我的存折上面的钱少了怎么办？
1,/p/2616037765,"扬中油坊邮政储蓄我数好的2350元,为什么到那存的时候就少了1张"
2,/p/2455469668,求助  求助
3,/p/2496232721,邮政卡被盗储户招集贴——人数足够后组团起诉邮政银行
32,/p/2602968424,开个贴，帮大家解决一些问题
16,/p/2470335357,去上班之前需要培训多久？还有考试
0,/p/2652795325,蛋疼。
7,/p/2471881224,求问 为甚么显示和银行预留电话号码不一致
6,/p/2596771161,【公告】本吧招聘二名有爱吧主
3,/p/2594890772,想进邮政储蓄 请问应聘有什么条件呢
1,/p/2651504747,大家好
0,/p/2647601967,求解释  为什么邮政的客服电话不管  推来推去呢  消费者怎...
6,/p/2595932215,客户双挂怎么查他的开户局？
3,/p/2547632418,签约问题？？？？
3,/p/2610907580,前天办的邮政储蓄银行卡 开通了网银 今天掉了 我该怎么办
1,/p/2639084871,好急的问题！！
1,/p/2627602490,国庆期间邮政开门吗？
0,/p/2628660904,连续在本吧签到1天，晒下签到排名照，看看我神马水平
0,/p/2625001530,谁被收过小额管理费
2,/p/2615524929,邮政储蓄银行异地取款的手续收费怎么收？用ATM机取款有收异地
2,/p/2603060861,捡到一张邮政储蓄卡
1,/p/2579963777,关于跨行取钱。。。。。手续费。。。。
2,/p/2524026922,在线等~有关商易通安装问题。求指教
1,/p/2618099036,以后在也不用邮政了我银行卡里无缘无故少35块钱
0,/p/2618677678,求解
1,/p/2615383641,别人给我在邮政汇的款什么时候取都行吧?有没有时间限制必须在...
14,/p/2513009547,那些年 ，我们被邮政骗过去弄了保险
2,/p/2569402931,吐槽客服
12,/p/2601873842,发个询问贴啊，希望大家帮帮忙!
2,/p/2526819094,求助，电话查询，密码错误被锁！怎么办！
1,/p/2580229606,对象
6,/p/2582917300,我想问下，邮储的临时工怀孕会被辞退吗，谢谢回答
3,/p/2491204691,"启东的……邮政储蓄有存了五年的利息+分红,都是骗人的"
5,/p/2566406476,这个信息提示费多少？
0,/p/2578131030,问个问题，求帮忙。
2,/p/2433243795,莫名其妙少了20块
3,/p/2557212958,邮政储蓄的服务态度真差，至少我去的那个银行是的
0,/p/2529504811,但是，杀戮本源魂珠在仔细的探查了一下之后，给出的答案却只有一个
0,/p/2528615803,急!!!网上银行问题
1,/p/2510787409,我只是来吐槽一下的
0,/p/2515879593,求帮助
1,/p/2337099043,邮政的网银真的是太垃圾啦！
1,/p/2509205801,【百度有爱，邮政储蓄吧】小吧团队一次招募
2,/p/2505999669,急问，求懂得人回答
2,/p/2508060028,求解._____________往邮政储蓄卡里存钱必须持卡么?不持卡怎么存?
4,/p/2471511297,邮政储蓄周末上班吗?急急急!谢谢!
2,/p/2353104840,支付宝转账到邮政银行卡
1,/p/2497109749,求懂的朋友进来帮我解答一下问题，谢谢
18,/p/2160053102,邮政是你让我红了眼
4,/p/2397228792,存折和身份证同时丢失，怎么办？临时身份证可以补办存折吗？
3,/p/2434394902,邮政储蓄能够划分到银行吗？
2,/p/2420517543,新人求教，怎么防止短款的发生，怎么避免赔钱
0,/p/2488080569,想问各位大神！###
0,/p/2486667471,金华邮政储蓄的旅游券是怎样的啊？急
0,/p/2486297971,邮政储蓄考试
0,/p/2486277638,传被大陆各国称为炎华九屠的九人。复出的炎华玄远利用短短一个月的
5,/p/2469624191,邮政储蓄开户
0,/p/2484812591,是啊，居然还被请进去了。真是见鬼了。”  另一个人则是突然惊呼一
2,/p/2460121978,求助、知道邮政储蓄卡的卡号 怎样查询到主人的姓名
2,/p/2432711860,拿着外地的邮政卡存钱收费吗？
8,/p/2423853213,邮政的任务堆如山
89,/p/268391064,想骂邮政储蓄的看看
0,/p/2475501551,打钱名字写错了怎么办？
0,/p/2475469644,小问题…求解答
4,/p/2458763055,【求助】 关于邮政储蓄卡银行预留手机号码的问题
1,/p/2471319862,邮政储蓄的信用卡客服
0,/p/2469760480,邮政储蓄   恶劣服务
10,/p/1114702601,邮政储蓄储蓄员培训后考试考什么内容?
0,/p/2467567817,邮政储蓄最烂的服务没有之一
0,/p/2467488231,邮政储蓄  你够狠
2,/p/2467019814,新人求解，高手来看哈
1,/p/2446984520,求邮储大神解答
0,/p/2453310722,计生办带她去检查
1,/p/2424995698,本吧招聘小吧主
0,/p/2436828062,谁能取死期存折？重谢！！
0,/p/2444966270,举报账号6215993930000051214
0,/p/2433080912,求助   怎么知道谁给我的银行卡打的款
0,/p/2432711843,拿着外地的邮政卡存钱收费吗？
1,/p/2414147827,请问 你们打客服电话有打通过吗？
2,/p/2422272632,邮政储蓄服务不是一般得差
0,/p/2423569900,给老人支钱还分日期吗
0,/p/2416916259,邮政储蓄 和 邮政储汇 有什么区别 ？
4,/p/2327918547,【公告】 本吧-吧规--进来发帖，必须会员。
0,/p/2408984556,求解答
0,/p/2406852458,开网银
4,/p/2404374348,求回答，
2,/p/2362887110,去查查你的邮政卡吧！！说不定已经被盗了！！！
0,/p/2393538143,邮政储蓄银行，你对客户的资金不闻不问，你要我们怎么去相信你！
4,/p/2332791787,今天打款300元  邮政居然收了 5元 钱的手续费
0,/p/2388233368,又是一年一度五月初五端午节，这个端午你想好怎么嗨皮了吗？
0,/p/2388169371,邮政农村贷款频现“联保问题”是否应得到有关方面注意
2,/p/2361433982,转贴:【去查查你的邮政储蓄卡吧!说不定已经被盗了!!】——去查查...
0,/p/2380136432,如此邮政储蓄，钱存在里面还有保障可言？
0,/p/2367158931,求各位解释～急急急！
3,/p/2362707083,新人报道，有个巨大的问题想问下。。
0,/p/2361427856,邮政储蓄银行盗刷
1,/p/2360335262,我想投诉
0,/p/2360647213,年收入6万的国企 能办到多少额度信用卡？
3,/p/2295317069,哥哥姐姐们   我有问
0,/p/2352289831,肏泥玛95580
0,/p/2351264027,好吧，其实现在在营业了。。。。
67,/p/44007610,是邮政储蓄前台的来报个道吧！
4,/p/2335284830,邮政有没有612开头的卡，急求
0,/p/2343876643,邮政储蓄银行电子商务管理主要是干什么的？？？
0,/p/2343745363,借记卡掉了，补办的卡网银还用重新办理吗？？？？
2,/p/2341847597,邮政储蓄网银不能用了吗？
0,/p/2339884629,请教。。。邮政储蓄对公账户余额怎么查询？
2,/p/2335904365,知道一个学校/学院/专业/班级姓名 怎么汇款
0,/p/2327918139,欢迎各位吧友关注本吧！点喜欢与签到
2,/p/2306209824,面试通知体检，身高不够160
3,/p/1842026691,邮政储蓄的综合业务员和普通柜员那个更好点
4,/p/2294537843,求助。
0,/p/2310008353,跨省办理
1,/p/2304466441,十万火急，求助各位了！！……！！
1,/p/2301618081,【操蛋】为什么我的官网的登录密码老是错误？
0,/p/2300596912,短信提醒业务问题
14,/p/1445108186,邮政储蓄存款
14,/p/1871417918,邮政储蓄太叼了，吸血
4,/p/1516919940,常熟邮政储蓄银行.......服务态度真TM的差....
0,/p/2287365425,想办贷款！农村的，都有什么种类？形式？
2,/p/2209965890,操蛋的95580
2,/p/2278670547,请问一下我现在17岁有身份证能办邮政银行卡么？要收费标准是什么
0,/p/2282812432,有没前辈卖金条，求指点
0,/p/2270264654,盘锦市财政局王岩局长主持召开局务工作会议
0,/p/2270676898,盘锦市财政局王岩局长主持召开局务工作会议
0,/p/2270520176,盘锦市财政局王岩局长主持召开局务工作会议
0,/p/2269937882,盘锦市财政局王岩局长主持召开局务工作会议
0,/p/2269755251,盘锦财政局长王岩
0,/p/2269514576,救命呀！快帮帮我！
0,/p/2269017983,T_T 求帮助，啊亲！怎么弄的网银啊！！
2,/p/2068612946,中国邮政储蓄银行真烂
1,/p/2186806967,关于邮政储蓄存款的问题
3,/p/2197244030,邮政你当让人情何以堪
1,/p/2197486150,急寻邮政卡号6221881610028464242名叫王雨的人
1,/p/2201924570,邮政信用卡
5,/p/2107297425,邮政信用卡什么时候才能方便大众？
1,/p/2241105492,邮政储蓄银行
0,/p/2266513134,432978ab加强领导干部作风建设
0,/p/2266886130,51ag57ky关于盘锦市利用电子监控设备aegd56qd
0,/p/2266383185,152a8d3c加强领导干部作风建设
0,/p/2266272645,vhjk3uul盘锦市财政局局长王岩加强领导干部作风建设
1,/p/2259360359,【求助】请大家帮忙
1,/p/2254331055,邮政储蓄卡怎么注销？卡和密码都丢了。。。
23,/p/84085025,邮政储蓄的经典对联快来看~！！
0,/p/2238836175,99海原县交通局马彦虎98海原教育局马彦虎
0,/p/2237600046,60海原县交通局马彦虎24海原教育局马彦虎
2,/p/2232254796,8泗县水利局长王立珊
0,/p/2232690762,3泗县水利局长王立珊
0,/p/2228141949,泗县刘圩镇咵哾咋王立珊 哞唿员刘圩唚哉唁
0,/p/2228220849,5泗县水利局长王立珊
0,/p/2227742081,唢泗县水利局长王立珊哑
0,/p/2227113883,〖咨询〗邮寄
0,/p/2224338052,富莱欣牌蜂胶软胶富莱欣牌蜂胶软胶
0,/p/2224337274,富莱欣牌蜂胶软胶
0,/p/2224310800,贴吧人气好少啊
0,/p/2224309246,怎么没人啊
0,/p/2224308543,刚才发错了
0,/p/2224298523,寻人其实～～～～
0,/p/2221473429,邮政异地跨行汇款要多久？
4,/p/2216401873,大家好，请问下我2010年办的邮政卡，会不会自动注销了？
0,/p/2220140480,农村老年人80岁存款不提示，死亡后其两儿子取款遭质疑？老百姓…
0,/p/2220002054,泗县王立珊 唲
1,/p/2203485051,在邮储取钱，如果是夸省的手续费是怎么算的？求大神指点～
1,/p/2205355431,邮政储蓄卡丢了补卡时证件不对怎么办? 求解
10,/p/1580530964,"话说15岁的身份证,是本人,可以开户不?"
3,/p/1303738023,什么时候邮政储蓄才可以办理 公积金抵充贷款？
2,/p/2179663436,烟台栖霞霞光路储蓄银行服务质量差，大失民心
1,/p/2184077281,二类代理网点
0,/p/2185212206,请问月底结账是会影响汇款速度吗？
0,/p/2182329345,邮政储蓄吉祥账号交流
0,/p/2183914903,福建邮政储蓄的进
4,/p/2090916045,〔有邮政业务员没？我被骗了，可不可以帮忙看看这个人是不是老骗
1,/p/2176263189,黄冈市罗田县，发生的一件事。你们进来看看。
3,/p/2171840777,本人拿本人身份证去邮政银行能查卡里面的钱么？
3,/p/987689475,邮政储蓄柜员收入明细
0,/p/2136375394,邮政的网银系统也太他吗的垃圾了吧
3,/p/2168742596,在邮政，用平房的房产证能办理贷款吗
7,/p/2091170564,邮政储蓄绿卡通可以一卡多存多单定期存款吗？
2,/p/2098984894,【求解答】
1,/p/2127329484,邮政储蓄柜员多拿钱不告知存款者。收钱不验钱。谁保证我们的权益
10,/p/2159285045,邮政短信问题。
0,/p/2159440728,早两天转账到工行的业务停了，现在恢复了吗？
1,/p/2158741367,这个吧里我这种等级应该蛮高了而且我的帖子会一直靠前 你信么
1,/p/2113289406,求助！！！！我的网银登陆密码忘了
0,/p/2133158592,今天去邮政开通网银，出现了惊奇的事，我当时无语了
1,/p/2132530893,邮政储蓄网上银行有大BUG，服务太劲了，太官僚了！！！
0,/p/2130299596,提问
2,/p/2109762457,我网银密码和登户名忘了  怎么办
3,/p/2125892108,我今天去取钱忘了密码.输了三次..又拿身份证输了二次..明天
2,/p/2058673159,邮储银行是我见过的最垃圾的银行！！！祝你们邮储员工戴绿帽子
3,/p/2111051886,"我的邮箱银行卡在ATM上被气了,我还可以用存折存钱吗?"
1,/p/2102084484,问个邮政的问题
0,/p/2103775728,午安
0,/p/2099010096,为什么我打到手机停机了。邮政的热线还是没打通！！  紧急
0,/p/2098999294,邮政的客服真垃圾，打电话打的停机也没人接。
1,/p/2059077609,我能哭会么？真的要失去自由了
2,/p/2089275550,邮政储蓄银行的行长，我鈤泥酿！滥发垃圾短信！
7,/p/1986185400,  有问题求助。
2,/p/2055565340,、我感觉不会在爱了、我今年十三岁
1,/p/2059051027,低调路过
1,/p/2059057806,问下！！！我今天刚开通的网银改了密码后，我在家登陆就是进不了
0,/p/2096028659,刚在ATM机存钱被吞，吐出卡打印凭条，现在卡又掉了我赶紧办挂失…
44,/p/6038914,取款机吞款，该找谁要
0,/p/2094967703,C尼玛邮政储蓄。。尼玛客服电话假的吧
2,/p/2059670627,请问现在的邮政储蓄所的奖罚情况？
1,/p/2093428743,春节快到了~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
0,/p/2093425606,签到签到 签到签到
0,/p/2085228146,急，求帮助
2,/p/2081541494,绿卡可以给支付宝充钱吗？
0,/p/2081435582,各位，计息题怎么做啊？完全没有头绪……
0,/p/2080028683,高富帅都会有什么烦恼
0,/p/2059074339,我是新人，求罩，求认识，求关注，没人理我
0,/p/2059066225,邮储求教导
0,/p/2059036927,光棍节要到了
3,/p/1983034594,支不出钱怎么办
3,/p/1983835584,问下！！！我今天刚开通的网银改了密码后，我在家登陆就是进不了
1,/p/2028324159,我是新手求照顾
3,/p/2021876757,我想办张邮政淘宝卡求介绍求大神
0,/p/2058566335,邮政卡异地转账怎么收费
0,/p/2056618561,问下跨行转账问题
0,/p/2055582911,_______________________
0,/p/2055567807,圣诞节想给女朋友收集100个祝福的视频 有没有帮忙的？ 谢谢大..
2,/p/1969255466,、我感觉不会在爱了、我今年十三岁
0,/p/1983856805,偷偷的告诉我，你在思念谁！
1,/p/1968671203,【我想吃好吃的】
4,/p/2051896921,我说你们能负责点么
0,/p/2051393633,求解答充值支付宝
0,/p/2047404993,急
0,/p/2045750421,从上海邮递台式电脑到贵州福泉大概几天到？
1,/p/1983826951,你让我说什么好呢
1,/p/1968838081,xinrenqiurenshi
1,/p/1979711191,问一下利率的问题
0,/p/1968493384,我能哭会么？真的要失去自由了
0,/p/1968341985,偷偷的告诉我，你在思念谁！
0,/p/1965322231,报个到，我也是邮政储蓄的。
5,/p/1802115300,办卡得多少钱
1,/p/1957119813,求解：去邮政打钱的时候，工作人员说网络繁忙钱暂时打不进去，等
0,/p/1954279285,郑州 大学路与桃园路 交叉口的 邮政储蓄银行
0,/p/1954278133,郑州 大学路与桃园路 交叉口的 邮政储蓄银行
0,/p/1946477723,柜员机出问题了
0,/p/1941679777,今天邮政手机银行怎么登陆不了？
0,/p/1937815915,邮政营业员
1,/p/1895501764,怎么夸行汇钱
1,/p/1932512853,登陆不了
1,/p/735525353,山东省新泰市羊流镇农业银行的领导和工作人员全是芋头（除了贵宾台
3,/p/1287275973,公道在哪里！！！爆邮政储蓄内部新闻！！
1,/p/1918919588,求解  求远程
46,/p/373421918,"江西邮政储蓄银行的待遇,福利."
2,/p/1872382949,公布一个邮储的死骗子
0,/p/1902195752,在学校的邮政储蓄自动取款机取出假币，这到底怎么会事？还不给换
0,/p/1902048696,乡下的邮政所今天有上班吗？
7,/p/1834799372,今天去邮政存钱，短信回复说现金额……然后余额……这样是存上了
2,/p/1890983394,邮政 储蓄 十年 临时工 每月850元人民币 向好心人求助
2,/p/1844323155,钱怎么缩水了
7,/p/1781041812,用邮政卡的朋友注意！！！
0,/p/1898619078,我刚才去 银行改密码了 他让我重新注册一下
0,/p/1890492603,邮局内部的大神，有一事相求
1,/p/1884991335,"我的存折和银行卡是绑在一起的,别人往我存折里打钱，卡里会增加…"
2,/p/1736507927,月之后才看到单子上面的数目少了一万…这是怎么回事？
1,/p/1764658537,问个营业问题
0,/p/1876827800,省内异地汇款手续费怎么收的？1万收多少？在线等
1,/p/1872012982,邮政卡没丢，邮政储蓄没丢，卡里钱丢了，这是谁的责任？
0,/p/1869605466,邮政储蓄异地存款是怎么扣费的?
18,/p/1407012425,为什么几天中国邮政的个人网上银行页面打不开
1,/p/1766796141,。。
1,/p/1797747647,邮政储蓄卡可以一折多卡么？求解
2,/p/1828847184,问一问题，昨天开的户，开户单给了柜员啥都没问就给我开卡了，会
1,/p/1802271641,在邮政储蓄存了5800元，出来的单子只有4800元？？
1,/p/1820130882,求员工解答
2,/p/1802466859,为什么每年农行要扣年费10元啊，利息还不够扣，那我们存钱干什…
9,/p/1330628936,邮政储蓄太坑人了
10,/p/1493898897,江苏南京江宁区殷乡邮政储蓄真的很烂哎
16,/p/1682797387,邮政局任务过重、八年老职工不得不下岗
5,/p/183316444,在邮政储蓄做营业受夹板气！！
1,/p/1834960277,请楼主删除河北魏县车往镇邮政储蓄银行存在的安全隐患这个帖子
0,/p/1833541464,河北魏县车往镇邮政储蓄银行存在的安全隐患
0,/p/1826929758,求救啊，给跪了。各位银行的哥哥姐姐们帮个忙吧。本人在校大...
2,/p/1821836307,怒啊，我想破口大骂邮政储蓄！！！！
0,/p/1823138526,请问西安明德门这边的工作人员
0,/p/1816656184,6221887131012677883是小偷，谁能查到他是谁
0,/p/1802743524,邮政储蓄会不会划过银行啊，？
0,/p/1800337012,还要这个吧 国家电网的路过
1,/p/1798790805,我们这边的邮政储蓄现状。
0,/p/1793253954,邮政网银真坑爹，吞我100
0,/p/1786235139,一毛三分钱的怨恨
0,/p/1778648726,（求助）有张邮政卡半年没用 还有五块钱 会被注销么 以前绑定手机了
6,/p/1694718998,问一点和邮政储蓄有关的问题，专业人士给点意见啊
0,/p/1776064472,600块钱被取款机吞了
0,/p/1766320618,问问问。邮政卡是不是有亲子卡，母子卡什么的?
1,/p/1737669323,为什么？卡里的钱会不明不白的少了。求助、求解释。
5,/p/1699543048,我想问一下邮储的合同工和正式工的区别在哪啊，合同工有晋升空…
2,/p/1728637452,有没有邮储的相关工作人员能回答我的问题？~~~
1,/p/1731864888,求助。。我在北京办的绿卡在张家口丢了 怎么办啊 T T
0,/p/1734625935,急急急.开户银行怎么查啊
4,/p/1728477261,问个问题
1,/p/1718000367,求解
2,/p/1699073494,邮政要怎么汇款啊？
1,/p/1715802490,请问我老婆的定期存单没到期，我可以取吗》急用
0,/p/1713815684,请教黑龙江的邮政储蓄的派遣制营业员怎么样？收入和待遇之…
2,/p/1533062276,曝光李彩莹残害邮政西安分行信贷员的血泪史3
4,/p/1550858904,邮政储蓄工作好吗
14,/p/166672281,邮政储蓄.你的服务态度太差了
0,/p/1683170177,怎么开通邮政手机短信提醒？
0,/p/1668558505,陶行长你还好吗？你是我们学习的榜样。
1,/p/1669215500,求助   求助大神
1,/p/1664786952,卡两个月左右前被冻结了，学校补贴可以汇给我吗？
0,/p/1664232108,全是匿名狗
4,/p/1625619942,乱哄哄的西安邮储银行-----记李彩莹管理下的西安邮储
66,/p/89809517,邮政储蓄就是垃圾！！！！
2,/p/1359643833,赠保险
2,/p/1606989193,内蒙古邮政储蓄可真黑
1,/p/1610137786,邮储银行服务不是一般的差
1,/p/1596597992,大家帮忙回答一下，谢谢了
0,/p/1625403781,大家```中午签退时```不小心按成机机构签退了```是什么个情况```
0,/p/1623113299,我想知道一个卡号的 用户资料
0,/p/1622405450,肇庆邮政储蓄银行现在的行长是谁？主要领导叫什么？
0,/p/1622402353,肇庆邮政储蓄银行现在的行长是谁？主要领导叫什么？
0,/p/1621298092,大家谁知道给说下怎么办！！！我很愁
0,/p/1618027840,大庆邮政储蓄太他妈累了 不是人干的活 企业应该加强管理了
0,/p/1565784564,福建高仿真烟 全国货到付款 电话 15014134741 QQ 730074695 @
2,/p/1573151029,西安邮储黑幕掌控人李彩莹
2,/p/1493439035,为什么邮政储蓄储10万银行里面的人还要给你100快钱
0,/p/1596592329,大家帮忙回答一下，谢谢了
2,/p/1586808788,谁能告诉我邮政储蓄网银卡收费是怎么收的？
2,/p/1450205905,你们首季存款多少任务？
0,/p/1583536463,信用卡申请资料填写移动号码，拒绝短信发到联通号码上，第五次
1,/p/1582298174,邮政储蓄，我真的对你无奈了。
3,/p/1583446594,求助！
2,/p/1574279746,邮政储蓄，派遣岗，项目管理
1,/p/1579753905,邮政储蓄，求助……
2,/p/1446150231,邮政的信用卡这不是侮辱人嘛
0,/p/1578369775,姐给你们讲讲我的生活，看你们过的是不是比我幸福
0,/p/1567499375,拿到证券从业后那么用这个证书？
1,/p/1550619854,坑爹的邮政储蓄
1,/p/1554465439,现在跨行转账手续费多少
1,/p/1549091033,"急急急求大神解,关于邮政跨行网上汇款!"
1,/p/1548094111,问问大家，帮帮忙
1,/p/1533062280,曝光李彩莹残害邮政西安分行信贷员的血泪史2
4,/p/1543383465,骚年。 今天你被（短扣）了吗。坑爹的邮政!
3,/p/1498296073,甘肃天水邮政储蓄银行2012年还有社会招聘不
0,/p/1521995680,被扣划
0,/p/1501544221,朝阳叶柏寿邮政储蓄信贷员一手遮天
0,/p/1500000854,各位大侠 帮帮忙
0,/p/1516784397,求帮助
0,/p/1510348367,我在衡水工商银行也取到过
0,/p/1496291653,领叫过邮政储蓄服务的人
1,/p/1493794863,吧里有人在吗？吧主在吗？帮帮我……
7,/p/1472807832,请问我的淘宝卡找到了 可以解除挂失吗
1,/p/1485266106,邮政储蓄服务太差了 还好我卡里面没钱  我去挂失  都不能
1,/p/1485230498,我孩子的身份证与银行卡被盗 我拿户口本去挂失  都不能挂失
0,/p/1484807215,【邮】 圆◤中华文化大复兴<组图>◥圆
4,/p/1427907565,邮政储蓄的绿卡通能支付各种考试的网上报名吗？
5,/p/1418261135,邮政储蓄新开户问题
6,/p/1187087743,邮政的网上银行登不上，谁来帮忙啊！
14,/p/661659098,请问邮政储蓄36元的手机年费是怎么回事？
0,/p/1475852965,本人每月从浙江省台州市打到安微省亳州市1000元、汇费我已经在台
0,/p/1475850950,问问
0,/p/1471222518,银行卡问题
0,/p/1468240652,咨询个问题。邮政储蓄卡和邮政存折 所显示的金额不一样呢？
0,/p/1467563252,【急】大家帮帮忙
0,/p/1465276598,不想再卖保险，于是辞职了
2,/p/1463506585,请教个淘宝卡问题 懂得大侠进下。
0,/p/1461007910,【求问】福州闽侯汽车城营业所的邮政储蓄的ATM能无卡存款的吗
14,/p/1134098785,千万不要去邮政储蓄存款！
0,/p/1459091482,急！07年到现在一直没用过的邮政卡还能用吗？
11,/p/1348026145,【求助】那啥。我想问问邮政银行16岁可以开通网银不哦？
0,/p/1454576153,邮政绿卡通（借记卡）已在柜台开了网银，登陆后怎么查询具体余额？
1,/p/1435408754,求大家帮个忙都来解答下！
2,/p/1444490703,未成年有身份证可以办邮政绿卡么？可以开通支付宝卡通么？不开通
1,/p/1425587423,求一枚邮政百事通卡！
0,/p/1445464983,  邮政储蓄 。
0,/p/1445152503,爱爱
0,/p/1436995402,问问
0,/p/1436601627,邮政储蓄信审人员和客服就是这样忽悠人！
0,/p/1436525171,邮政储蓄银行的工作人员杂都没诚信呢？？？
0,/p/1436458221,坂上 邮政储蓄 淘宝绿卡
0,/p/1431767301,贴吧有Q群没，希望有前辈指导一下
0,/p/1428854661,想开通网银，哪个银行好
6,/p/1254882836,小妹请教大家一个问题
2,/p/1423983975,想求大家帮一个忙，在线等，都来帮我解答下好吗，谢谢大家
1,/p/1422684997,大神帮忙看看什么情况…急……
0,/p/1421301439,安徽邮政储蓄银行 员工等级问题
1,/p/1415327852,这是什么事啊！谁能告诉我怎么回事？
1,/p/1404488148,求邮政储蓄卡资费说明
2,/p/1415320496,急急急~~~~
9,/p/892356426,邮政储蓄银行骗人太平人寿忽悠加蒙人
0,/p/1416850812,邮储啊邮储，快给咱开工资吧啊啊啊啊啊啊啊啊啊。。。。。。。。。
1,/p/1413894618,邮政储蓄存单变保单--你被骗了吗
5,/p/1074315930,一年五千存三年，六年后支取。朋友你们受骗了吗？
16,/p/738799894,天津宝坻邮政储蓄的头头居然袒护员工搞破鞋！
5,/p/1198770091,投诉邮政储蓄存单变成保单
1,/p/1355801846,邮政储蓄，烂货
4,/p/1351105411,邮政储蓄的陷阱——-用你的存款买保险
1,/p/1411515558,在邮政储蓄存钱，却被欺骗买了人保寿险金鼎富贵两全保险
0,/p/1410030693,邮政储蓄异地转账问题
0,/p/1408384867,好吧，我被邮政储蓄骗了。
1,/p/1407367284,信用卡莫名费用哪来的
4,/p/1366918246,四点过半，号码未过，为何立刻关门不让进？
1,/p/1403904496,请问邮储的风险合规部是做什么的，工作怎么样啊
12,/p/1301167711,我是2011年8月份进邮政的员工，希望朋友们来听我说说我的工作！
12,/p/1379498912,去你大爷的邮政储蓄
220,/p/97234059,一个邮政储蓄营业员的悲伤~！·请大家给予支持，。谢谢了
1,/p/1403676776,邮政储蓄，我日，5000块钱取了两天，都由于邮局没钱取不出来！日！
4,/p/1339529490,邮政不配开储蓄银行！！！
12,/p/1295939645,该死的，四点就下班
4,/p/1381024785,求明白人给答复！！！！万分感谢！！！！
6,/p/1363166617,好奇怪的事情，谁遇到过？
4,/p/1365870598,邮政储蓄，你真的让我无语了！！！
0,/p/1393148134,"邮政储蓄网银问题《高手进,其他人也欢迎》"
0,/p/1387972676,邮政业务
1,/p/1386505784,邮政储蓄信用卡审批中心的工作人员进。。
1,/p/1349291920,一张身份证能开几个邮政网银？
1,/p/1385728222,什么是汇总压？? ?
9,/p/1209858843,各地势来晒一下你们的工资
3,/p/1383387492,邮政开网银前让我先开短信，网银免费，后来发现平白无故的少了30块
2,/p/1355179128,邮递员同行们！我告诉大家如何工作能轻松一半的方法
1,/p/1366765561,怎么才可以知道别人有没有在邮政银行存钱
1,/p/1324920567,激活邮政储蓄银卡要带什么
2,/p/1263864857,不是本人的折子，提醒需要换折了。
